"report_year","emission","primary_anzsic_class_code","primary_anzsic_class_name","substance_id","air_total_emission_kg"
"2019/2020","SO2",807,"Silver-Lead-Zinc Ore Mining",77,286474.79417814
"2019/2020","SO2",809,"Other Metal Ore Mining",77,47116.653792363
"2019/2020","SO2",911,"Gravel and Sand Quarrying",77,21116.24549588
"2019/2020","SO2",919,"Other Construction Material Mining",77,820.97317
"2019/2020","SO2",990,"Other Non-Metallic Mineral Mining and Quarrying",77,113188.157189549
"2019/2020","SO2",1111,"Meat Processing",77,820295.311242488
"2019/2020","SO2",1112,"Poultry Processing",77,1159.4313268996
"2019/2020","SO2",1113,"Cured Meat and Smallgoods Manufacturing",77,219.2747022823
"2019/2020","SO2",1120,"Seafood Processing",77,95.036
"2019/2020","SO2",1131,"Milk and Cream Processing",77,19830.1792818359
"2019/2020","SO2",1132,"Ice Cream Manufacturing",77,191.022366315
"2019/2020","SO2",1133,"Cheese and Other Dairy Product Manufacturing",77,4839.4347329101
"2019/2020","SO2",1140,"Fruit and Vegetable Processing",77,138805.406472799
"2019/2020","SO2",1150,"Oil and Fat Manufacturing",77,1335.653347204
"2019/2020","SO2",1161,"Grain Mill Product Manufacturing",77,23671.747333131
"2019/2020","SO2",1162,"Cereal, Pasta and Baking Mix Manufacturing",77,178.0610196807
"2019/2020","SO2",1171,"Bread Manufacturing (Factory based)",77,512.737002748
"2019/2020","SO2",1172,"Cake and Pastry Manufacturing (Factory based)",77,23.7309950723
"2019/2020","SO2",1173,"Biscuit Manufacturing (Factory based)",77,182.7023400514
"2019/2020","SO2",1181,"Sugar Manufacturing",77,2236384.2665625
"2019/2020","SO2",1182,"Confectionery Manufacturing",77,439.7994461649
"2019/2020","SO2",1191,"Potato, Corn and Other Crisp Manufacturing",77,116.4381137
"2019/2020","SO2",1192,"Prepared Animal and Bird Feed Manufacturing",77,38992.5484331142
"2019/2020","SO2",1199,"Other Food Product Manufacturing n.e.c.",77,655336.815660779
"2019/2020","SO2",1211,"Soft Drink, Cordial and Syrup Manufacturing",77,2566.2556696738
"2019/2020","SO2",1212,"Beer Manufacturing",77,722.647491851
"2019/2020","SO2",1213,"Spirit Manufacturing",77,129.7517659156
"2019/2020","SO2",1214,"Wine and Other Alcoholic Beverage Manufacturing",77,23890.6281025219
"2019/2020","SO2",1311,"Wool Scouring",77,113.59539059
"2019/2020","SO2",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",77,15.7
"2019/2020","SO2",1331,"Textile Floor Covering Manufacturing",77,49.69522598
"2019/2020","SO2",1334,"Textile Finishing and Other Textile Product Manufacturing",77,230.8371721726
"2019/2020","SO2",1411,"Log Sawmilling",77,53850.17648783
"2019/2020","SO2",1412,"Wood Chipping",77,28.40869958
"2019/2020","SO2",1413,"Timber Resawing and Dressing",77,36765.95056
"2019/2020","SO2",1493,"Veneer and Plywood Manufacturing",77,10949.864
"2019/2020","SO2",1494,"Reconstituted Wood Product Manufacturing",77,154187.41820731
"2019/2020","SO2",1499,"Other Wood Product Manufacturing n.e.c.",77,22974.473881683
"2019/2020","SO2",1510,"Pulp, Paper and Paperboard Manufacturing",77,521881.31369439
"2019/2020","SO2",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",77,4668.3918884395
"2019/2020","SO2",1529,"Other Converted Paper Product Manufacturing",77,25.71426941
"2019/2020","SO2",1611,"Printing",77,366.96193242
"2019/2020","SO2",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",77,14069838.419571
"2019/2020","SO2",1709,"Other Petroleum and Coal Product Manufacturing",77,191582.170523306
"2019/2020","SO2",1811,"Industrial Gas Manufacturing",77,40739.71877
"2019/2020","SO2",1812,"Basic Organic Chemical Manufacturing",77,510947.66623547
"2019/2020","SO2",1813,"Basic Inorganic Chemical Manufacturing",77,322105.287932252
"2019/2020","SO2",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",77,42172.894864
"2019/2020","SO2",1829,"Other Basic Polymer Manufacturing",77,31.6159
"2019/2020","SO2",1831,"Fertiliser Manufacturing",77,18268867.172305
"2019/2020","SO2",1832,"Pesticide Manufacturing",77,234.477
"2019/2020","SO2",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",77,433.4991409858
"2019/2020","SO2",1851,"Cleaning Compound Manufacturing",77,28.852272
"2019/2020","SO2",1852,"Cosmetic and Toiletry Preparation Manufacturing",77,1.57
"2019/2020","SO2",1892,"Explosive Manufacturing",77,5028.85216
"2019/2020","SO2",1899,"Other Basic Chemical Product Manufacturing n.e.c.",77,2493.90947444
"2019/2020","SO2",1911,"Polymer Film and Sheet Packaging Material Manufacturing",77,33.107518
"2019/2020","SO2",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",77,21.963176
"2019/2020","SO2",1913,"Polymer Foam Product Manufacturing",77,81.99676712904
"2019/2020","SO2",1914,"Tyre Manufacturing",77,9.433697009
"2019/2020","SO2",1916,"Paint and Coatings Manufacturing",77,15.171
"2019/2020","SO2",1919,"Other Polymer Product Manufacturing",77,19.4436898154
"2019/2020","SO2",1920,"Natural Rubber Product Manufacturing",77,34.8
"2019/2020","SO2",2010,"Glass and Glass Product Manufacturing",77,1427361.0976
"2019/2020","SO2",2021,"Clay Brick Manufacturing",77,992992.039
"2019/2020","SO2",2029,"Other Ceramic Product Manufacturing",77,85035.497
"2019/2020","SO2",2031,"Cement and Lime Manufacturing",77,501921.275139233
"2019/2020","SO2",2032,"Plaster Product Manufacturing",77,44194.81875606
"2019/2020","SO2",2033,"Ready-Mixed Concrete Manufacturing",77,36.431
"2019/2020","SO2",2034,"Concrete Product Manufacturing",77,22344.68854279
"2019/2020","SO2",2090,"Other Non-Metallic Mineral Product Manufacturing",77,8268.2361211465
"2019/2020","SO2",2110,"Iron Smelting and Steel Manufacturing",77,7429075.342
"2019/2020","SO2",2121,"Iron and Steel Casting",77,1337.54459
"2019/2020","SO2",2122,"Steel Pipe and Tube Manufacturing",77,7.25
"2019/2020","SO2",2131,"Alumina Production",77,18983251.089
"2019/2020","SO2",2132,"Aluminium Smelting",77,32754350.43
"2019/2020","SO2",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",77,260877417.968026
"2019/2020","SO2",2139,"Other Basic Non-Ferrous Metal Manufacturing",77,12213654.859408
"2019/2020","SO2",2141,"Non-Ferrous Metal Casting",77,107.66432568
"2019/2020","SO2",2142,"Aluminium Rolling, Drawing, Extruding",77,92.793265
"2019/2020","SO2",2210,"Iron and Steel Forging",77,108.661537744
"2019/2020","SO2",2221,"Structural Steel Fabricating",77,9.866722
"2019/2020","SO2",2229,"Other Structural Metal Product Manufacturing",77,296.18
"2019/2020","SO2",2239,"Other Metal Container Manufacturing",77,285.6871684
"2019/2020","SO2",2291,"Spring and Wire Product Manufacturing",77,1043.9211
"2019/2020","SO2",2292,"Nut, Bolt, Screw and Rivet Manufacturing",77,15.06598902
"2019/2020","SO2",2293,"Metal Coating and Finishing",77,1369.5018090252
"2019/2020","SO2",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",77,10.04
"2019/2020","SO2",2311,"Motor Vehicle Manufacturing",77,17.082262307
"2019/2020","SO2",2319,"Other Motor Vehicle Parts Manufacturing",77,21.56380104736
"2019/2020","SO2",2393,"Railway Rolling Stock Manufacturing and Repair Services",77,360.9156175395
"2019/2020","SO2",2394,"Aircraft Manufacturing and Repair Services",77,156.341738
"2019/2020","SO2",2412,"Medical and Surgical Equipment Manufacturing",77,16.05180133
"2019/2020","SO2",2439,"Other Electrical Equipment Manufacturing",77,878.334832407
"2019/2020","SO2",2441,"Whiteware Appliance Manufacturing",77,12.33957564
"2019/2020","SO2",2611,"Fossil Fuel Electricity Generation",77,431042637.678057
"2019/2020","SO2",2612,"Hydro-Electricity Generation",77,16.20352957
"2019/2020","SO2",2619,"Other Electricity Generation",77,335521.450657828
"2019/2020","SO2",2700,"Gas Supply",77,5042.24716510341
"2019/2020","SO2",2811,"Water Supply",77,362.826206
"2019/2020","SO2",2812,"Sewerage and Drainage Services",77,196622.940531639
"2019/2020","SO2",2911,"Solid Waste Collection Services",77,54.55
"2019/2020","SO2",2921,"Waste Treatment and Disposal Services",77,136603.814910985
"2019/2020","SO2",2922,"Waste Remediation and Materials Recovery Services",77,7536.2109190602
"2019/2020","SO2",3321,"Petroleum Product Wholesaling",77,2176057.3191861
"2019/2020","SO2",4710,"Rail Freight Transport",77,174.538805
"2019/2020","SO2",4820,"Water Passenger Transport",77,171690
"2019/2020","SO2",5211,"Stevedoring Services",77,136.28
"2019/2020","SO2",5212,"Port and Water Transport Terminal Operations",77,12884015.2726192
"2019/2020","SO2",5220,"Airport Operations and Other Air Transport Support Services",77,295.893087828
"2019/2020","SO2",5309,"Other Warehousing and Storage Services",77,40.1536411796
"2019/2020","SO2",5921,"Data Processing and Web Hosting Services",77,48.0692555371
"2019/2020","SO2",6910,"Scientific Research Services",77,103.2864170675
"2019/2020","SO2",8102,"Higher Education",77,700.26610975158
"2019/2020","SO2",8401,"Hospitals (Except Psychiatric Hospitals)",77,61161.6058079138
"2019/2020","SO2",9520,"Funeral, Crematorium and Cemetery Services",77,1254.701269114
"2019/2020","SO2",9531,"Laundry and Dry-Cleaning Services",77,423.4502947552
"2020/2021","CO",143,"Beef Cattle Feedlots (Specialised)",20,141529.13097627
"2020/2021","CO",171,"Poultry Farming (Meat)",20,2545.753
"2020/2021","CO",192,"Pig Farming",20,115215.4976
"2020/2021","CO",600,"Coal Mining",20,55332708.01387
"2020/2021","CO",700,"Oil and Gas Extraction",20,43576249.1786759
"2020/2021","CO",801,"Iron Ore Mining",20,27426967.798574
"2020/2021","CO",802,"Bauxite Mining",20,9684771.6
"2020/2021","CO",803,"Copper Ore Mining",20,1995466.8821558
"2020/2021","CO",804,"Gold Ore Mining",20,17088295.392593
"2020/2021","CO",805,"Mineral Sand Mining",20,1081434.595334
"2020/2021","CO",806,"Nickel Ore Mining",20,2257750.415
"2020/2021","CO",807,"Silver-Lead-Zinc Ore Mining",20,1891160.53459
"2020/2021","CO",809,"Other Metal Ore Mining",20,2978482.09416
"2020/2021","CO",911,"Gravel and Sand Quarrying",20,1007548.5672663
"2020/2021","CO",919,"Other Construction Material Mining",20,625724.88
"2020/2021","CO",990,"Other Non-Metallic Mineral Mining and Quarrying",20,1547207.6446205
"2020/2021","CO",1111,"Meat Processing",20,1511188.13532607
"2020/2021","CO",1112,"Poultry Processing",20,69396.41111211
"2020/2021","CO",1113,"Cured Meat and Smallgoods Manufacturing",20,30617.39179
"2020/2021","CO",1120,"Seafood Processing",20,628.932
"2020/2021","CO",1131,"Milk and Cream Processing",20,233171.30851847
"2020/2021","CO",1132,"Ice Cream Manufacturing",20,31639.004686
"2020/2021","CO",1133,"Cheese and Other Dairy Product Manufacturing",20,167074.34123335
"2020/2021","CO",1140,"Fruit and Vegetable Processing",20,382684.96651254
"2020/2021","CO",1150,"Oil and Fat Manufacturing",20,81002.505447614
"2020/2021","CO",1161,"Grain Mill Product Manufacturing",20,76527.57466268
"2020/2021","CO",1162,"Cereal, Pasta and Baking Mix Manufacturing",20,14620.7362
"2020/2021","CO",1171,"Bread Manufacturing (Factory based)",20,29276.55389162
"2020/2021","CO",1172,"Cake and Pastry Manufacturing (Factory based)",20,1204.38634819
"2020/2021","CO",1173,"Biscuit Manufacturing (Factory based)",20,242918.375
"2020/2021","CO",1181,"Sugar Manufacturing",20,23371511.893125
"2020/2021","CO",1182,"Confectionery Manufacturing",20,32264.94279798
"2020/2021","CO",1191,"Potato, Corn and Other Crisp Manufacturing",20,8546.53957917
"2020/2021","CO",1192,"Prepared Animal and Bird Feed Manufacturing",20,84500.17086629
"2020/2021","CO",1199,"Other Food Product Manufacturing n.e.c.",20,643157.17841527
"2020/2021","CO",1211,"Soft Drink, Cordial and Syrup Manufacturing",20,88223.58264795
"2020/2021","CO",1212,"Beer Manufacturing",20,145076.633
"2020/2021","CO",1213,"Spirit Manufacturing",20,12485.50405807
"2020/2021","CO",1214,"Wine and Other Alcoholic Beverage Manufacturing",20,67761.8777
"2020/2021","CO",1311,"Wool Scouring",20,8888.513019
"2020/2021","CO",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",20,1366.28
"2020/2021","CO",1331,"Textile Floor Covering Manufacturing",20,3852.18865
"2020/2021","CO",1334,"Textile Finishing and Other Textile Product Manufacturing",20,10653.60893784
"2020/2021","CO",1411,"Log Sawmilling",20,1576428.673932
"2020/2021","CO",1412,"Wood Chipping",20,40373.9
"2020/2021","CO",1413,"Timber Resawing and Dressing",20,844701.73157468
"2020/2021","CO",1493,"Veneer and Plywood Manufacturing",20,487442.55
"2020/2021","CO",1494,"Reconstituted Wood Product Manufacturing",20,957493.112581
"2020/2021","CO",1499,"Other Wood Product Manufacturing n.e.c.",20,739633.529361536
"2020/2021","CO",1510,"Pulp, Paper and Paperboard Manufacturing",20,1372709.9020619
"2020/2021","CO",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",20,92849.31202
"2020/2021","CO",1529,"Other Converted Paper Product Manufacturing",20,2477.75
"2020/2021","CO",1611,"Printing",20,36474.179413623
"2020/2021","CO",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",20,6194825.576
"2020/2021","CO",1709,"Other Petroleum and Coal Product Manufacturing",20,1884304.3935266
"2020/2021","CO",1811,"Industrial Gas Manufacturing",20,3248880.181
"2020/2021","CO",1812,"Basic Organic Chemical Manufacturing",20,86348.7806572246
"2020/2021","CO",1813,"Basic Inorganic Chemical Manufacturing",20,12167702.6343038
"2020/2021","CO",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",20,128791.92
"2020/2021","CO",1829,"Other Basic Polymer Manufacturing",20,2396.1334
"2020/2021","CO",1831,"Fertiliser Manufacturing",20,2653994.092
"2020/2021","CO",1832,"Pesticide Manufacturing",20,10799
"2020/2021","CO",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",20,33223.889535312
"2020/2021","CO",1851,"Cleaning Compound Manufacturing",20,2166.8567405
"2020/2021","CO",1852,"Cosmetic and Toiletry Preparation Manufacturing",20,1696.59
"2020/2021","CO",1892,"Explosive Manufacturing",20,284495.282
"2020/2021","CO",1899,"Other Basic Chemical Product Manufacturing n.e.c.",20,13101.319373
"2020/2021","CO",1911,"Polymer Film and Sheet Packaging Material Manufacturing",20,5356.46758667
"2020/2021","CO",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",20,5042.44
"2020/2021","CO",1913,"Polymer Foam Product Manufacturing",20,59697.6727673
"2020/2021","CO",1914,"Tyre Manufacturing",20,226668.342
"2020/2021","CO",1916,"Paint and Coatings Manufacturing",20,3831.4275916
"2020/2021","CO",1919,"Other Polymer Product Manufacturing",20,1466.41390137
"2020/2021","CO",1920,"Natural Rubber Product Manufacturing",20,3810
"2020/2021","CO",2010,"Glass and Glass Product Manufacturing",20,297668.206
"2020/2021","CO",2021,"Clay Brick Manufacturing",20,2944087.14615
"2020/2021","CO",2029,"Other Ceramic Product Manufacturing",20,64579.5698545
"2020/2021","CO",2031,"Cement and Lime Manufacturing",20,7122689.646484
"2020/2021","CO",2032,"Plaster Product Manufacturing",20,1147509.987913
"2020/2021","CO",2033,"Ready-Mixed Concrete Manufacturing",20,7874.66
"2020/2021","CO",2034,"Concrete Product Manufacturing",20,115073.6899636
"2020/2021","CO",2090,"Other Non-Metallic Mineral Product Manufacturing",20,268427.97559725
"2020/2021","CO",2110,"Iron Smelting and Steel Manufacturing",20,234180253.05
"2020/2021","CO",2121,"Iron and Steel Casting",20,760807.71195
"2020/2021","CO",2122,"Steel Pipe and Tube Manufacturing",20,2117.78
"2020/2021","CO",2131,"Alumina Production",20,8599356.61
"2020/2021","CO",2132,"Aluminium Smelting",20,141342298
"2020/2021","CO",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",20,29947414.37
"2020/2021","CO",2139,"Other Basic Non-Ferrous Metal Manufacturing",20,1015953.4559998
"2020/2021","CO",2141,"Non-Ferrous Metal Casting",20,3172.9920788
"2020/2021","CO",2142,"Aluminium Rolling, Drawing, Extruding",20,5416.002869
"2020/2021","CO",2210,"Iron and Steel Forging",20,4227.38213
"2020/2021","CO",2221,"Structural Steel Fabricating",20,831.7879
"2020/2021","CO",2229,"Other Structural Metal Product Manufacturing",20,3997
"2020/2021","CO",2239,"Other Metal Container Manufacturing",20,29523.159741
"2020/2021","CO",2291,"Spring and Wire Product Manufacturing",20,14331.89
"2020/2021","CO",2292,"Nut, Bolt, Screw and Rivet Manufacturing",20,1657.535058
"2020/2021","CO",2293,"Metal Coating and Finishing",20,1101941.33275917
"2020/2021","CO",2311,"Motor Vehicle Manufacturing",20,12232.67
"2020/2021","CO",2319,"Other Motor Vehicle Parts Manufacturing",20,6266.3121411
"2020/2021","CO",2393,"Railway Rolling Stock Manufacturing and Repair Services",20,466684.66357
"2020/2021","CO",2394,"Aircraft Manufacturing and Repair Services",20,33278.419294
"2020/2021","CO",2412,"Medical and Surgical Equipment Manufacturing",20,1224.609219
"2020/2021","CO",2431,"Electric Cable and Wire Manufacturing",20,288.911987305
"2020/2021","CO",2439,"Other Electrical Equipment Manufacturing",20,18036.0938287
"2020/2021","CO",2441,"Whiteware Appliance Manufacturing",20,2903.142663
"2020/2021","CO",2611,"Fossil Fuel Electricity Generation",20,41681890.2312244
"2020/2021","CO",2612,"Hydro-Electricity Generation",20,12308.95126
"2020/2021","CO",2619,"Other Electricity Generation",20,5541842.29680324
"2020/2021","CO",2700,"Gas Supply",20,1742314.41017067
"2020/2021","CO",2811,"Water Supply",20,52027.337
"2020/2021","CO",2812,"Sewerage and Drainage Services",20,1017974.04812133
"2020/2021","CO",2911,"Solid Waste Collection Services",20,2973.846
"2020/2021","CO",2921,"Waste Treatment and Disposal Services",20,1351034.78349651
"2020/2021","CO",2922,"Waste Remediation and Materials Recovery Services",20,273014.09604257
"2020/2021","CO",3321,"Petroleum Product Wholesaling",20,179591.6363394
"2020/2021","CO",4710,"Rail Freight Transport",20,89501.6132659
"2020/2021","CO",4820,"Water Passenger Transport",20,22538
"2020/2021","CO",5211,"Stevedoring Services",20,63409.73
"2020/2021","CO",5212,"Port and Water Transport Terminal Operations",20,1414924.8117676
"2020/2021","CO",5220,"Airport Operations and Other Air Transport Support Services",20,92572.837
"2020/2021","CO",5299,"Other Transport Support Services n.e.c.",20,3014
"2020/2021","CO",5309,"Other Warehousing and Storage Services",20,6904.0034
"2020/2021","CO",5921,"Data Processing and Web Hosting Services",20,12663.7775554
"2020/2021","CO",6910,"Scientific Research Services",20,4418.02118
"2020/2021","CO",8102,"Higher Education",20,49876.4489146
"2020/2021","CO",8401,"Hospitals (Except Psychiatric Hospitals)",20,177655.810012328
